    IVox Add Points,     Incremental Mapping,     ObsModel (IEKF Build Jacobian),     ObsModel (Lidar Match), Downsample PointCloud, IEKF Solve and Update, Laser Mapping Single Run, Preprocess (Livox), Undistort Pcl, 
,,0.008153,0.008246,,,,,,
,,0.00851,0.057436,,,,,,
,,0.007992,0.009372,,,,,,
,,0.008747,0.00801,,,,,,
,,0.010554,0.047292,,,,,,
,,0.009523,0.062431,,,,,,
,,0.009733,0.01071,,,,,,
,,0.007384,0.008006,,,,,,
,,0.008057,0.052048,,,,,,
,,0.011833,0.075876,,,,,,
,,0.009301,0.013376,,,,,,
,,0.008928,0.07623,,,,,,
,,0.010145,0.007589,,,,,,
,,0.007914,0.051523,,,,,,
,,0.006496,0.007942,,,,,,
,,0.007043,0.039093,,,,,,
,,0.009988,0.073203,,,,,,
,,0.010231,0.013697,,,,,,
,,0.009832,0.0611,,,,,,
,,0.009881,0.018619,,,,,,
,,0.007657,0.055685,,,,,,
,,0.007955,0.008078,,,,,,
,,0.007093,0.007985,,,,,,
,,0.008722,0.049091,,,,,,
,,0.009731,0.079718,,,,,,
,,0.008828,0.014355,,,,,,
,,0.009723,0.067292,,,,,,
,,0.009956,0.057546,,,,,,
,,0.00879,0.009291,,,,,,
,,0.008804,0.040186,,,,,,
,,0.008127,0.008533,,,,,,
,,0.009686,0.08129,,,,,,
,,0.007299,0.007313,,,,,,
,,0.008356,0.063157,,,,,,
,,0.008927,0.010277,,,,,,
,,0.01048,0.075605,,,,,,
,,0.010346,0.010207,,,,,,
,,0.015477,0.066853,,,,,,
,,0.008685,0.018698,,,,,,
,,0.008722,0.056028,,,,,,
,,0.007443,0.00785,,,,,,
,,0.006756,0.009727,,,,,,
,,0.008953,0.049871,,,,,,
,,0.007937,0.066594,,,,,,
,,0.007234,0.009631,,,,,,
,,0.009798,0.053106,,,,,,
,,0.006954,0.00786,,,,,,
,,0.008722,0.070574,,,,,,
,,0.008129,0.014048,,,,,,
,,0.008048,0.060693,,,,,,
,,0.009281,0.009095,,,,,,
,,0.009263,0.068316,,,,,,
,,0.018515,0.008676,,,,,,
,,0.009619,0.012215,,,,,,
,,0.010864,0.058659,,,,,,
,,0.010679,0.074656,,,,,,
,,0.006889,0.009266,,,,,,
,,0.010975,0.009353,,,,,,
,,0.009483,0.065484,,,,,,
,,0.01074,0.06559,,,,,,
,,0.006957,0.007207,,,,,,
,,0.010445,0.057109,,,,,,
,,0.008539,0.008486,,,,,,
,,0.010678,0.0793,,,,,,
,,0.009435,0.011741,,,,,,
,,0.008776,0.01162,,,,,,
,,0.009676,0.069051,,,,,,
,,0.008782,0.063899,,,,,,
,,0.009493,0.007823,,,,,,
,,0.010749,0.013659,,,,,,
,,0.007953,0.051389,,,,,,
,,0.010075,0.0703,,,,,,
,,0.006731,0.007097,,,,,,
,,0.011015,0.065662,,,,,,
,,0.009014,0.008456,,,,,,
,,0.011618,0.07176,,,,,,
,,0.008622,0.009017,,,,,,
,,0.075036,0.074863,,,,,,
,,0.009593,0.071957,,,,,,
,,0.008869,0.013216,,,,,,
,,0.011406,0.060919,,,,,,
,,0.00821,0.008757,,,,,,
,,0.009947,0.066405,,,,,,
,,0.009219,0.008635,,,,,,
,,0.007945,0.060288,,,,,,
,,0.008837,0.008133,,,,,,
,,0.008974,0.057433,,,,,,
,,0.007246,0.007654,,,,,,
,,0.007321,0.048915,,,,,,
,,0.007793,0.008206,,,,,,
,,0.010846,0.07721,,,,,,
,,0.0087,0.018465,,,,,,
,,0.008501,0.063835,,,,,,
,,0.008147,0.007794,,,,,,
,,0.009974,0.07344,,,,,,
,,0.00927,0.017291,,,,,,
,,0.01121,0.070715,,,,,,
,,0.008414,0.016253,,,,,,
,,0.009234,0.067031,,,,,,
,,0.008368,0.009424,,,,,,
,,0.007958,0.008028,,,,,,
,,0.008955,0.056496,,,,,,
,,0.011485,0.083631,,,,,,
,,0.008252,0.019605,,,,,,
,,0.009657,0.077384,,,,,,
,,0.008806,0.01067,,,,,,
,,0.010054,0.078546,,,,,,
,,0.008609,0.00864,,,,,,
,,0.009261,0.008412,,,,,,
,,0.008776,0.065428,,,,,,
,,0.008886,0.088949,,,,,,
,,0.017001,0.008649,,,,,,
,,0.008972,0.083267,,,,,,
,,0.009288,0.010045,,,,,,
,,0.010296,0.067152,,,,,,
,,0.008837,0.008291,,,,,,
,,0.008302,0.0078,,,,,,
,,0.009402,0.054767,,,,,,
,,0.008289,0.080944,,,,,,
,,0.009762,0.011628,,,,,,
,,0.010269,0.066071,,,,,,
,,0.010223,0.080205,,,,,,
,,0.008659,0.01011,,,,,,
,,0.008956,0.084919,,,,,,
,,0.008513,0.009091,,,,,,
,,0.009077,0.064406,,,,,,
,,0.014787,0.011307,,,,,,
,,0.009264,0.050236,,,,,,
,,0.008699,0.008854,,,,,,
,,0.008834,0.074136,,,,,,
,,0.009732,0.008445,,,,,,
,,0.009164,0.057937,,,,,,
,,0.007489,0.008872,,,,,,
,,0.010787,0.094829,,,,,,
,,0.011462,0.014929,,,,,,
,,0.010016,0.075609,,,,,,
,,0.008814,0.012081,,,,,,
,,0.01242,0.076678,,,,,,
,,0.008147,0.00873,,,,,,
,,0.008163,0.063131,,,,,,
,,0.008718,0.007793,,,,,,
,,0.008799,0.076463,,,,,,
,,0.008165,0.017659,,,,,,
,,0.009784,0.012014,,,,,,
,,0.009986,0.082581,,,,,,
,,0.011481,0.080402,,,,,,
,,0.008723,0.013613,,,,,,
,,0.009662,0.062798,,,,,,
,,0.009402,0.011497,,,,,,
,,0.010241,0.082041,,,,,,
,,0.008616,0.008804,,,,,,
,,0.009242,0.0085,,,,,,
,,0.010648,0.068665,,,,,,
,,0.010908,0.070706,,,,,,
,,0.010506,0.016862,,,,,,
,,0.0117,0.010079,,,,,,
,,0.008811,0.059783,,,,,,
,,0.008968,0.061912,,,,,,
,,0.008432,0.008357,,,,,,
,,0.008946,0.007797,,,,,,
,,0.007474,0.054916,,,,,,
,,0.010629,0.088942,,,,,,
,,0.010296,0.014631,,,,,,
,,0.010701,0.07276,,,,,,
,,0.010886,0.021783,,,,,,
,,0.007779,0.074236,,,,,,
,,0.009006,0.009533,,,,,,
,,0.009353,0.06619,,,,,,
,,0.010271,0.009541,,,,,,
,,0.009314,0.077297,,,,,,
,,0.007583,0.009342,,,,,,
,,0.009883,0.067033,,,,,,
,,0.007374,0.008803,,,,,,
,,0.010336,0.079296,,,,,,
,,0.008323,0.00854,,,,,,
,,0.01005,0.057829,,,,,,
,,0.009483,0.008991,,,,,,
,,0.010123,0.082963,,,,,,
,,0.009735,0.010408,,,,,,
,,0.009994,0.066239,,,,,,
,,0.009238,0.015128,,,,,,
,,0.009678,0.080439,,,,,,
,,0.009423,0.009869,,,,,,
,,0.008008,0.01096,,,,,,
,,0.01056,0.067564,,,,,,
,,0.010154,0.065245,,,,,,
,,0.008143,0.009212,,,,,,
,,0.010961,0.016245,,,,,,
,,0.010295,0.066834,,,,,,
,,0.019884,0.747896,,,,,,
,,0.01089,0.018317,,,,,,
,,0.008399,0.085469,,,,,,
,,0.008902,0.019679,,,,,,
,,0.011626,0.092613,,,,,,
,,0.012051,0.019127,,,,,,
,,0.010877,0.016335,,,,,,
,,0.009417,0.116277,,,,,,
,,0.010777,0.075503,,,,,,
,,0.007213,0.007983,,,,,,
,,0.008827,0.008251,,,,,,
,,0.009148,0.062168,,,,,,
,,0.010189,0.079749,,,,,,
,,0.011284,0.009492,,,,,,
,,0.012263,0.064894,,,,,,
,,0.009688,0.010452,,,,,,
,,0.010005,0.075557,,,,,,
,,0.010342,0.008698,,,,,,
,,0.009928,0.067987,,,,,,
,,0.009697,0.016568,,,,,,
,,0.010106,0.090974,,,,,,
,,0.008918,0.010527,,,,,,
,,0.008801,0.009118,,,,,,
,,0.010576,0.073033,,,,,,
,,0.009356,0.071071,,,,,,
,,0.009423,0.007743,,,,,,
,,0.008829,0.008267,,,,,,
,,0.010178,0.054926,,,,,,
,,0.009439,0.068091,,,,,,
,,0.008659,0.008195,,,,,,
,,0.010181,0.05475,,,,,,
,,0.008294,0.009009,,,,,,
,,0.009909,0.085945,,,,,,
,,0.00879,0.018309,,,,,,
,,0.011232,0.071799,,,,,,
,,0.009803,0.017285,,,,,,
,,0.008625,0.065975,,,,,,
,,0.00895,0.007345,,,,,,
,,0.008907,0.055647,,,,,,
,,0.009375,0.008323,,,,,,
,,0.009333,0.079424,,,,,,
,,0.009014,0.014104,,,,,,
,,0.011071,0.011962,,,,,,
,,0.010566,0.068423,,,,,,
,,0.01155,0.09032,,,,,,
,,0.009782,0.017613,,,,,,
,,0.010032,0.085304,,,,,,
,,0.011304,0.017476,,,,,,
,,0.009555,0.073682,,,,,,
,,0.008604,0.008716,,,,,,
,,0.010488,0.07369,,,,,,
,,0.009659,0.010485,,,,,,
,,0.009199,0.069986,,,,,,
,,0.008983,0.008607,,,,,,
,,0.010695,0.06181,,,,,,
,,0.011446,0.009298,,,,,,
,,0.010583,0.074493,,,,,,
,,0.008538,0.007532,,,,,,
,,0.010145,0.060199,,,,,,
,,0.009503,0.007615,,,,,,
,,0.011294,0.088848,,,,,,
,,0.009467,0.019137,,,,,,
,,0.010537,0.090686,,,,,,
,,0.009007,0.065132,,,,,,
,,0.008441,0.008466,,,,,,
,,0.00804,0.057244,,,,,,
,,0.008166,0.073429,,,,,,
,,0.008449,0.008444,,,,,,
,,0.009707,0.057651,,,,,,
,,0.007205,0.008359,,,,,,
,,0.009501,0.078996,,,,,,
,,0.008396,0.014125,,,,,,
,,0.009032,0.011119,,,,,,
,,0.009628,0.067331,,,,,,
,,0.009798,0.075928,,,,,,
,,0.00844,0.009377,,,,,,
,,0.009337,0.064091,,,,,,
,,0.010866,0.076132,,,,,,
,,0.009729,0.008822,,,,,,
,,0.009546,0.063657,,,,,,
,,0.009864,0.010603,,,,,,
,,0.009246,0.071252,,,,,,
,,0.0092,0.009131,,,,,,
,,0.010207,0.06407,,,,,,
,,0.009163,0.008052,,,,,,
,,0.011368,0.07854,,,,,,
,,0.008597,0.01202,,,,,,
,,0.008056,0.017365,,,,,,
,,0.01861,0.170575,,,,,,
,,0.011714,0.092524,,,,,,
,,0.010083,0.01731,,,,,,
,,0.009418,0.086056,,,,,,
,,0.010222,0.019412,,,,,,
,,0.008439,0.063482,,,,,,
,,0.0082,0.008087,,,,,,
,,0.008407,0.008822,,,,,,
,,0.007951,0.054267,,,,,,
,,0.012333,0.088048,,,,,,
,,0.008189,0.021778,,,,,,
,,0.008759,0.079683,,,,,,
,,0.00875,0.086633,,,,,,
,,0.008883,0.016412,,,,,,
,,0.010828,0.07423,,,,,,
,,0.009287,0.068627,,,,,,
,,0.007462,0.007948,,,,,,
,,0.007965,0.056243,,,,,,
,,0.007862,0.010567,,,,,,
,,0.011998,0.18337,,,,,,
,,0.008389,0.009878,,,,,,
,,0.008051,0.063609,,,,,,
,,0.008635,0.008551,,,,,,
,,0.009938,0.084241,,,,,,
,,0.010032,0.008349,,,,,,
,,0.009335,0.077224,,,,,,
,,0.007732,0.008307,,,,,,
,,0.01093,0.087425,,,,,,
,,0.011563,0.01503,,,,,,
,,0.009187,0.07353,,,,,,
,,0.009709,0.013851,,,,,,
,,0.010105,0.064617,,,,,,
,,0.008497,0.012892,,,,,,
,,0.0072,0.051554,,,,,,
,,0.010214,0.084207,,,,,,
,,0.00891,0.01936,,,,,,
,,0.00938,0.069549,,,,,,
,,0.010091,0.012901,,,,,,
,,0.010455,0.085595,,,,,,
,,0.010429,0.016744,,,,,,
,,0.010327,0.074182,,,,,,
,,0.009163,0.014796,,,,,,
,,0.010206,0.075742,,,,,,
,,0.008959,0.015398,,,,,,
,,0.009168,0.008999,,,,,,
,,0.010425,0.063504,,,,,,
,,0.012384,0.083911,,,,,,
,,0.009362,0.020046,,,,,,
,,0.008992,0.009394,,,,,,
,,0.009847,0.071206,,,,,,
,,0.010389,0.075933,,,,,,
,,0.008743,0.021342,,,,,,
,,0.00911,0.01014,,,,,,
,,0.010061,0.070462,,,,,,
,,0.010245,0.081805,,,,,,
,,0.008513,0.008441,,,,,,
,,0.008419,0.069446,,,,,,
,,0.009485,0.009036,,,,,,
,,0.008973,0.073374,,,,,,
,,0.010844,0.015569,,,,,,
,,0.009435,0.007919,,,,,,
,,0.010488,0.06186,,,,,,
,,0.018139,0.067243,,,,,,
,,0.009896,0.008864,,,,,,
,,0.0075,0.05055,,,,,,
,,0.009331,0.015037,,,,,,
,,0.009558,0.079855,,,,,,
,,0.009057,0.008727,,,,,,
,,0.008993,0.068027,,,,,,
,,0.009917,0.011066,,,,,,
,,0.009434,0.082229,,,,,,
,,0.008509,0.01397,,,,,,
,,0.009235,0.07021,,,,,,
,,0.009883,0.007509,,,,,,
,,0.009099,0.079276,,,,,,
,,0.007217,0.033393,,,,,,
,,0.010669,0.091539,,,,,,
,,0.009236,0.008633,,,,,,
,,0.008589,0.092629,,,,,,
,,0.009859,0.011566,,,,,,
,,0.010398,0.084532,,,,,,
,,0.009445,0.015298,,,,,,
,,0.010818,0.082016,,,,,,
,,0.009343,0.014548,,,,,,
,,0.01051,0.010277,,,,,,
,,0.010488,0.06691,,,,,,
,,0.010596,0.086381,,,,,,
,,0.009629,0.015923,,,,,,
,,0.010327,0.072795,,,,,,
,,0.010564,0.012954,,,,,,
,,0.011039,0.065516,,,,,,
,,0.007751,0.00881,,,,,,
,,0.007559,0.007841,,,,,,
,,0.008512,0.054282,,,,,,
,,0.010456,0.08199,,,,,,
,,0.014705,0.009143,,,,,,
,,0.011145,0.008726,,,,,,
,,0.008927,0.071949,,,,,,
,,0.008859,0.08391,,,,,,
,,0.00957,0.019443,,,,,,
,,0.008506,0.009951,,,,,,
,,0.007894,0.069971,,,,,,
,,0.008449,0.064493,,,,,,
,,0.008368,0.008753,,,,,,
,,0.007347,0.007418,,,,,,
,,0.008521,0.052039,,,,,,
,,0.009051,0.071598,,,,,,
,,0.011825,0.008951,,,,,,
,,0.008698,0.008559,,,,,,
,,0.009287,0.065685,,,,,,
,,0.010655,0.073409,,,,,,
,,0.008234,0.016238,,,,,,
,,0.00892,0.061405,,,,,,
,,0.007918,0.008569,,,,,,
,,0.009057,0.071304,,,,,,
,,0.01075,0.008865,,,,,,
,,0.00923,0.061788,,,,,,
,,0.01047,0.010788,,,,,,
,,0.009756,0.075801,,,,,,
,,0.010661,0.008677,,,,,,
,,0.009364,0.008248,,,,,,
,,0.008714,0.060281,,,,,,
,,0.010309,0.072451,,,,,,
,,0.009549,0.013738,,,,,,
,,0.009318,0.011222,,,,,,
,,0.010993,0.059745,,,,,,
,,0.010382,0.082498,,,,,,
,,0.008667,0.016512,,,,,,
,,0.009442,0.010491,,,,,,
,,0.010008,0.073337,,,,,,
,,0.008235,0.063663,,,,,,
,,0.009585,0.010893,,,,,,
,,0.010821,0.008362,,,,,,
,,0.010315,0.053646,,,,,,
,,0.011159,0.072875,,,,,,
,,0.009618,0.012978,,,,,,
,,0.010422,0.06685,,,,,,
,,0.008239,0.010925,,,,,,
,,0.010336,0.06999,,,,,,
,,0.008093,0.00967,,,,,,
,,0.00763,0.007671,,,,,,
,,0.009284,0.059488,,,,,,
,,0.00925,0.067999,,,,,,
,,0.008827,0.014041,,,,,,
,,0.009105,0.008455,,,,,,
,,0.01024,0.066211,,,,,,
,,0.009197,0.070204,,,,,,
,,0.007799,0.010745,,,,,,
,,0.009217,0.008822,,,,,,
,,0.010676,0.060472,,,,,,
,,0.008216,0.059497,,,,,,
,,0.009702,0.008875,,,,,,
,,0.009439,0.056227,,,,,,
,,0.007864,0.018062,,,,,,
,,0.009175,0.070097,,,,,,
,,0.009048,0.012817,,,,,,
,,0.008245,0.00782,,,,,,
,,0.008872,0.058629,,,,,,
,,0.008224,0.061647,,,,,,
,,0.007867,0.007565,,,,,,
,,0.008324,0.007576,,,,,,
,,0.009745,0.048025,,,,,,
,,0.009847,0.067033,,,,,,
,,0.015001,0.009531,,,,,,
,,0.009155,0.010292,,,,,,
,,0.008757,0.053244,,,,,,
,,0.008931,0.078863,,,,,,
,,0.009404,0.009353,,,,,,
,,0.009158,0.007701,,,,,,
,,0.008267,0.063572,,,,,,
,,0.009256,0.055417,,,,,,
,,0.016885,0.012708,,,,,,
,,0.009571,0.00967,,,,,,
,,0.009468,0.101557,,,,,,
,,0.009573,0.070919,,,,,,
,,0.008716,0.008649,,,,,,
,,0.00915,0.008756,,,,,,
,,0.007869,0.062795,,,,,,
,,0.008309,0.053514,,,,,,
,,0.007161,0.008494,,,,,,
,,0.006849,0.008103,,,,,,
,,0.009016,0.046122,,,,,,
,,0.01018,0.075877,,,,,,
,,0.010501,0.017091,,,,,,
,,0.009631,0.009975,,,,,,
,,0.011203,0.065516,,,,,,
,,0.009822,0.058483,,,,,,
,,0.007642,0.007929,,,,,,
,,0.00745,0.008432,,,,,,
,,0.009819,0.049059,,,,,,
,,0.016409,0.202967,,,,,,
,,0.007855,0.00862,,,,,,
,,0.009506,0.007715,,,,,,
,,0.00771,0.045259,,,,,,
,,0.009481,0.066693,,,,,,
,,0.009407,0.00946,,,,,,
,,0.007947,0.007985,,,,,,
,,0.008704,0.060065,,,,,,
,,0.011905,0.070083,,,,,,
,,0.009062,0.009537,,,,,,
,,0.009658,0.010471,,,,,,
,,0.011476,0.061424,,,,,,
,,0.009545,0.065249,,,,,,
,,0.007868,0.008572,,,,,,
,,0.010657,0.055086,,,,,,
,,0.010311,0.009623,,,,,,
,,0.01052,0.068405,,,,,,
,,0.009565,0.015943,,,,,,
,,0.008558,0.057003,,,,,,
,,0.007616,0.007772,,,,,,
,,0.008452,0.064549,,,,,,
,,0.009125,0.008736,,,,,,
,,0.008294,0.008631,,,,,,
,,0.009498,0.052596,,,,,,
,,0.011831,0.079702,,,,,,
,,0.011092,0.010433,,,,,,
,,0.010371,0.009722,,,,,,
,,0.008824,0.075768,,,,,,
,,0.00818,0.05255,,,,,,
,,0.007081,0.007921,,,,,,
,,0.007321,0.008336,,,,,,
,,0.007466,0.048377,,,,,,
,,0.009704,0.075598,,,,,,
,,0.01023,0.02008,,,,,,
,,0.008284,0.012131,,,,,,
,,0.01013,0.0668,,,,,,
,,0.009361,0.058659,,,,,,
,,0.009306,0.009632,,,,,,
,,0.008629,0.008457,,,,,,
,,0.009309,0.052135,,,,,,
,,0.008634,0.066981,,,,,,
,,0.008263,0.008389,,,,,,
,,0.008578,0.008657,,,,,,
,,0.008225,0.049426,,,,,,
,,0.009576,0.071216,,,,,,
,,0.008282,0.009455,,,,,,
,,0.007711,0.062525,,,,,,
,,0.008829,0.008895,,,,,,
,,0.008851,0.065606,,,,,,
,,0.009938,0.008364,,,,,,
,,0.008432,0.007831,,,,,,
,,0.008769,0.050316,,,,,,
,,0.00934,0.088676,,,,,,
,,0.010001,0.015039,,,,,,
,,0.008262,0.008642,,,,,,
,,0.010198,0.055218,,,,,,
,,0.008109,0.101524,,,,,,
,,0.008249,0.008114,,,,,,
,,0.008665,0.046434,,,,,,
,,0.008524,0.008695,,,,,,
,,0.009238,0.064661,,,,,,
,,0.007526,0.007763,,,,,,
,,0.007501,0.00806,,,,,,
,,0.007942,0.049169,,,,,,
,,0.0088,0.078952,,,,,,
,,0.009131,0.009278,,,,,,
,,0.008489,0.061859,,,,,,
,,0.010863,0.016765,,,,,,
,,0.008573,0.058521,,,,,,
,,0.007983,0.007749,,,,,,
,,0.009136,0.043918,,,,,,
,,0.008919,0.008245,,,,,,
,,0.009444,0.066892,,,,,,
,,0.00961,0.007722,,,,,,
,,0.008717,0.052345,,,,,,
,,0.008431,0.00935,,,,,,
,,0.009103,0.053049,,,,,,
,,0.008022,0.007955,,,,,,
,,0.00781,0.007277,,,,,,
,,0.007586,0.044185,,,,,,
,,0.012164,0.07316,,,,,,
,,0.016984,0.078644,,,,,,
,,0.008906,0.016021,,,,,,
,,0.008295,0.064251,,,,,,
,,0.008069,0.064457,,,,,,
,,0.009243,0.007969,,,,,,
,,0.008858,0.050426,,,,,,
,,0.007739,0.007622,,,,,,
,,0.008532,0.059775,,,,,,
,,0.007054,0.006577,,,,,,
,,0.009651,0.037892,,,,,,
,,0.00673,0.007489,,,,,,
,,0.008666,0.063945,,,,,,
,,0.008863,0.01049,,,,,,
,,0.007674,0.00962,,,,,,
,,0.010449,0.052011,,,,,,
,,0.008714,0.054748,,,,,,
,,0.008487,0.008559,,,,,,
,,0.115852,0.008834,,,,,,
,,0.008844,0.055068,,,,,,
,,0.009341,0.059623,,,,,,
,,0.010627,0.008291,,,,,,
,,0.00756,0.008336,,,,,,
,,0.009177,0.048316,,,,,,
,,0.009982,0.06387,,,,,,
,,0.009113,0.008298,,,,,,
,,0.008893,0.00801,,,,,,
,,0.007797,0.053322,,,,,,
,,0.009923,0.063359,,,,,,
,,0.008564,0.009229,,,,,,
,,0.007444,0.010641,,,,,,
,,0.010584,0.051384,,,,,,
,,0.008698,0.066588,,,,,,
,,0.008871,0.016128,,,,,,
,,0.008501,0.008186,,,,,,
,,0.008532,0.057355,,,,,,
,,0.00911,0.061329,,,,,,
,,0.008933,0.006876,,,,,,
,,0.008429,0.007942,,,,,,
,,0.007673,0.047012,,,,,,
,,0.009643,0.066434,,,,,,
,,0.008341,0.009138,,,,,,
,,0.009624,0.008794,,,,,,
,,0.010114,0.054997,,,,,,
,,0.017591,0.060154,,,,,,
,,0.008042,0.015776,,,,,,
,,0.011315,0.049979,,,,,,
,,0.007953,0.007919,,,,,,
,,0.007995,0.049757,,,,,,
,,0.007676,0.00766,,,,,,
,,0.008299,0.010478,,,,,,
,,0.009661,0.043027,,,,,,
,,0.009572,0.063243,,,,,,
,,0.008703,0.008918,,,,,,
,,0.009507,0.049895,,,,,,
,,0.007396,0.009523,,,,,,
,,0.008738,0.058547,,,,,,
,,0.008812,0.007345,,,,,,
,,0.009267,0.05211,,,,,,
,,0.008245,0.008868,,,,,,
,,0.008958,0.068098,,,,,,
,,0.010026,0.014243,,,,,,
,,0.011056,0.050105,,,,,,
,,0.00874,0.056212,,,,,,
,,0.006601,0.007874,,,,,,
,,0.008872,0.045847,,,,,,
,,0.007259,0.009433,,,,,,
,,0.009414,0.088118,,,,,,
,,0.00917,0.008627,,,,,,
,,0.009534,0.009229,,,,,,
,,0.010326,0.054789,,,,,,
,,0.009711,0.071255,,,,,,
,,0.008792,0.015782,,,,,,
,,0.008951,0.010712,,,,,,
,,0.009843,0.069139,,,,,,
,,0.008872,0.058066,,,,,,
,,0.007915,0.012471,,,,,,
,,0.006808,0.008318,,,,,,
,,0.010545,0.046876,,,,,,
,,0.011619,0.068175,,,,,,
,,0.01045,0.016163,,,,,,
,,0.010181,0.05755,,,,,,
,,0.009812,0.009872,,,,,,
,,0.008687,0.059544,,,,,,
,,0.00844,0.008134,,,,,,
,,0.006169,0.008625,,,,,,
,,0.008543,0.045468,,,,,,
,,0.009587,0.065105,,,,,,
,,0.008387,0.008455,,,,,,
,,0.007747,0.00986,,,,,,
,,0.008506,0.052324,,,,,,
,,0.010057,0.061813,,,,,,
,,0.007855,0.008162,,,,,,
,,0.016911,0.127158,,,,,,
,,0.00767,0.007623,,,,,,
,,0.008832,0.054922,,,,,,
,,0.008187,0.007706,,,,,,
,,0.009213,0.007742,,,,,,
,,0.009098,0.040723,,,,,,
,,0.009992,0.083823,,,,,,
,,0.008613,0.010024,,,,,,
,,0.007631,0.010462,,,,,,
,,0.009929,0.062131,,,,,,
,,0.008302,0.055574,,,,,,
,,0.007148,0.010589,,,,,,
,,0.008751,0.043194,,,,,,
,,0.007767,0.062685,,,,,,
,,0.008627,0.010931,,,,,,
,,0.008021,0.009952,,,,,,
,,0.009366,0.049875,,,,,,
,,0.016732,0.163633,,,,,,
,,0.007956,0.008136,,,,,,
,,0.009803,0.057611,,,,,,
,,0.008008,0.007963,,,,,,
,,0.00938,0.061823,,,,,,
,,0.007749,0.008267,,,,,,
,,0.008034,0.049674,,,,,,
,,0.00842,0.071369,,,,,,
,,0.011746,0.00911,,,,,,
,,0.007292,0.007765,,,,,,
,,0.008169,0.060396,,,,,,
,,0.00849,0.047336,,,,,,
,,0.006768,0.008039,,,,,,
,,0.006475,0.008092,,,,,,
,,0.008473,0.035495,,,,,,
,,0.018562,0.151345,,,,,,
,,0.00881,0.009552,,,,,,
,,0.007895,0.008824,,,,,,
,,0.009647,0.054303,,,,,,
,,0.008963,0.070159,,,,,,
,,0.007725,0.007855,,,,,,
,,0.007964,0.059804,,,,,,
,,0.007712,0.008543,,,,,,
,,0.010096,0.051891,,,,,,
,,0.007323,0.007781,,,,,,
,,0.006868,0.006646,,,,,,
,,0.007529,0.039356,,,,,,
,,0.01023,0.076811,,,,,,
,,0.010121,0.008411,,,,,,
,,0.009669,0.010698,,,,,,
,,0.011734,0.059641,,,,,,
,,0.007206,0.05043,,,,,,
,,0.006854,0.007475,,,,,,
,,0.008578,0.007221,,,,,,
,,0.008664,0.042167,,,,,,
,,0.009824,0.057945,,,,,,
,,0.008697,0.017954,,,,,,
,,0.008297,0.053141,,,,,,
,,0.009071,0.008284,,,,,,
,,0.007148,0.047363,,,,,,
,,0.007096,0.007935,,,,,,
,,0.006205,0.036466,,,,,,
,,0.010198,0.094132,,,,,,
,,0.008105,0.009198,,,,,,
,,0.008009,0.047605,,,,,,
,,0.00887,0.007789,,,,,,
,,0.009278,0.066294,,,,,,
,,0.007432,0.015086,,,,,,
,,0.00762,0.007964,,,,,,
,,0.008465,0.056836,,,,,,
,,0.008039,0.050201,,,,,,
,,0.00754,0.00883,,,,,,
,,0.007509,0.007053,,,,,,
,,0.00914,0.036383,,,,,,
,,0.009412,0.067897,,,,,,
,,0.008863,0.0081,,,,,,
,,0.009541,0.009042,,,,,,
,,0.008175,0.054895,,,,,,
,,0.007493,0.055383,,,,,,
,,0.007781,0.008977,,,,,,
,,0.007332,0.007783,,,,,,
,,0.007268,0.040661,,,,,,
,,0.010468,0.055175,,,,,,
,,0.007233,0.007912,,,,,,
,,0.006295,0.007713,,,,,,
,,0.009739,0.045543,,,,,,
,,0.009223,0.058561,,,,,,
,,0.026356,0.007952,,,,,,
,,0.008329,0.065119,,,,,,
,,0.009839,0.008766,,,,,,
,,0.008838,0.043428,,,,,,
,,0.00868,0.006653,,,,,,
,,0.006174,0.0071,,,,,,
,,0.007818,0.032809,,,,,,
,,0.008727,0.052728,,,,,,
,,0.008495,0.008304,,,,,,
,,0.008793,0.042718,,,,,,
,,0.008403,0.008423,,,,,,
,,0.006257,0.046555,,,,,,
,,0.006507,0.007038,,,,,,
,,0.006152,0.04094,,,,,,
,,0.005403,0.005951,,,,,,
,,0.010638,0.060493,,,,,,
,,0.007612,0.007814,,,,,,
,,0.00885,0.046279,,,,,,
,,0.007967,0.00823,,,,,,
,,0.006424,0.047951,,,,,,
,,0.007093,0.007774,,,,,,
,,0.006483,0.038843,,,,,,
,,0.007629,0.045361,,,,,,
,,0.007118,0.007659,,,,,,
,,0.008025,0.03284,,,,,,
,,0.005243,0.007922,,,,,,
,,0.01851,0.231713,,,,,,
,,0.012872,0.010921,,,,,,
,,0.007638,0.009462,,,,,,
,,0.007297,0.05776,,,,,,
,,0.007409,0.046248,,,,,,
,,0.008156,0.008593,,,,,,
,,0.009067,0.008505,,,,,,
,,0.00694,0.036696,,,,,,
,,0.01623,0.122709,,,,,,
,,0.007301,0.009303,,,,,,
,,0.008354,0.054968,,,,,,
,,0.009075,0.008079,,,,,,
,,0.008288,0.047017,,,,,,
,,0.009561,0.007927,,,,,,
,,0.009281,0.037764,,,,,,
,,0.007038,0.040087,,,,,,
,,0.006748,0.008786,,,,,,
,,0.007174,0.0081,,,,,,
,,0.007267,0.031751,,,,,,
,,0.008939,0.060902,,,,,,
,,0.010138,0.01394,,,,,,
